id,Char,gender,Genre,Title,line_count,pkey
80,THE PASSION OF JOAN OF ARC,NA,Drama,passionofjoanofarcthe,1404,the_passion_of_joan_of_arc-passionofjoanofarcthe
81,SAM (voice over),M,Drama,singlewhitefemale,23,sam_(voice_over)-singlewhitefemale
82,QUANT ANALYST,M,Drama,wallstreetmoneyneversleeps,26,quant_analyst-wallstreetmoneyneversleeps
83,ZABEL,M,Drama,wallstreetmoneyneversleeps,51,zabel-wallstreetmoneyneversleeps
84,GOVERNOR (FOOTAGE),M,Drama,wallstreetmoneyneversleeps,22,governor_(footage)-wallstreetmoneyneversleeps
85,PROFESSOR,F,Drama,wallstreetmoneyneversleeps,22,professor-wallstreetmoneyneversleeps
86,PRIEST,M,Drama,wallstreetmoneyneversleeps,27,priest-wallstreetmoneyneversleeps
87,AUDRY,F,Drama,wallstreetmoneyneversleeps,48,audry-wallstreetmoneyneversleeps
88,DAVE WILKIE,M,Drama,ramblingrose,233,dave_wilkie-ramblingrose
89,BANCINI,M,Drama,oneflewoverthecuckoosnest,29,bancini-oneflewoverthecuckoosnest
90,MISS PILBOW,F,Drama,oneflewoverthecuckoosnest,33,miss_pilbow-oneflewoverthecuckoosnest
91,NURSE PILBOW,F,Drama,oneflewoverthecuckoosnest,26,nurse_pilbow-oneflewoverthecuckoosnest
92,DOCTOR,M,Drama,lastflightthe,68,doctor-lastflightthe
93,MR NOLAN,M,Drama,deadpoetssociety,39,mr_nolan-deadpoetssociety
94,MR PERRY,M,Drama,deadpoetssociety,25,mr_perry-deadpoetssociety
95,MCALLISTER,M,Drama,deadpoetssociety,44,mcallister-deadpoetssociety
96,JIM #2,M,Drama,americanbeauty,24,jim_#2-americanbeauty
97,JIM #1,M,Drama,americanbeauty,31,jim_#1-americanbeauty
98,BRAD,M,Drama,americanbeauty,45,brad-americanbeauty
99,MURROW'S VOICE-OVER,NA,Drama,gandhi,51,murrow's_voice-over-gandhi
100,SINGH,M,Drama,gandhi,22,singh-gandhi
101,KHAN,NA,Drama,gandhi,80,khan-gandhi
102,SMUTS,M,Drama,gandhi,103,smuts-gandhi
103,GOKHALE,M,Drama,gandhi,33,gokhale-gandhi
104,ENGLISH CAPTAIN,M,Drama,gandhi,29,english_captain-gandhi
105,CHARLIE,M,Drama,gandhi,117,charlie-gandhi
106,MAGISTRATE,M,Drama,gandhi,26,magistrate-gandhi
107,SIR EDWARD,M,Drama,gandhi,42,sir_edward-gandhi
108,ARTIST,M,Drama,queenthe,22,artist-queenthe
109,NEWSREADER,M,Drama,queenthe,22,newsreader-queenthe
110,HARLES,M,Drama,queenthe,35,harles-queenthe
111,CHARLES (cont'd),M,Drama,queenthe,22,charles_(cont'd)-queenthe
112,CASSIUS,M,Drama,ali,187,cassius-ali
113,JOE SMILEY,M,Drama,ali,36,joe_smiley-ali
114,JOSEPH 13X,M,Drama,ali,26,joseph_13x-ali
115,SONJI,F,Drama,ali,85,sonji-ali
116,LT. JEROME CLARIDGE,M,Drama,ali,23,lt._jerome_claridge-ali
117,CHAUNCEY ESKRIDGE,M,Drama,ali,60,chauncey_eskridge-ali
118,JIMI HENDRIX,M,Drama,ali,35,jimi_hendrix-ali
119,ELIJAH MUHAMMAD,M,Drama,ali,51,elijah_muhammad-ali
120,"""BOTTOM""",NA,Drama,anonymous,21,"""bottom""-anonymous"
121,"""PROLOGUE""",NA,Drama,anonymous,22,"""prologue""-anonymous"
122,"""HENRY V""",NA,Drama,anonymous,46,"""henry_v""-anonymous"
123,"""HAMLET""",NA,Drama,anonymous,34,"""hamlet""-anonymous"
124,JULIE,F,Drama,bachelorpartythe,176,julie-bachelorpartythe
125,KENNETH,M,Drama,bachelorpartythe,352,kenneth-bachelorpartythe
126,TWOMBLEY,M,Drama,affliction,51,twombley-affliction
127,LACOY,M,Drama,affliction,21,lacoy-affliction
128,YOUNG MAN,M,Drama,powerofonethe,252,young_man-powerofonethe
129,JAAPIE,M,Drama,powerofonethe,54,jaapie-powerofonethe
130,ANNOUNCER,M,Drama,powerofonethe,38,announcer-powerofonethe
131,SATURDAY FATHER,M,Drama,kramervskramer,21,saturday_father-kramervskramer
132,SURGEON,M,Drama,kramervskramer,34,surgeon-kramervskramer
133,SHEILA,F,Drama,youcancountonme,32,sheila-youcancountonme
134,"REV. 1,2/15/89   (GREEN)",NA,Drama,awakenings,42,"rev._1,2/15/89___(green)-awakenings"
135,DIRECTOR,M,Drama,awakenings,36,director-awakenings
136,REV. 10/13/89   p. 17,NA,Drama,awakenings,37,rev._10/13/89___p._17-awakenings
137,(RE V. 10 /1 6/ 89) Pin k      _ p. 2 0,NA,Drama,awakenings,29,(re_v._10_/1_6/_89)_pin_k________p._2_0-awakenings
138,OLD DOCTOR,M,Drama,awakenings,75,old_doctor-awakenings
139,MANN,NA,Drama,awakenings,46,mann-awakenings
140,NEUROCHEMIST,M,Drama,awakenings,23,neurochemist-awakenings
141,JUDY'S FAMILY,NA,Drama,rebelwithoutacause,24,judy's_family-rebelwithoutacause
142,GENE,M,Drama,rebelwithoutacause,37,gene-rebelwithoutacause
143,GRANDMA,F,Drama,rebelwithoutacause,24,grandma-rebelwithoutacause
144,LECTURER,M,Drama,rebelwithoutacause,75,lecturer-rebelwithoutacause
145,PRISONER PRIEST,M,Drama,underfire,24,prisoner_priest-underfire
146,PEDRO,M,Drama,underfire,33,pedro-underfire
147,SANDINISTA #1,M,Drama,underfire,34,sandinista_#1-underfire
148,MR. BLACKLY,M,Drama,helpthe,37,mr._blackly-helpthe
149,CANTINE,F,Drama,helpthe,23,cantine-helpthe
150,AMMAR,M,Drama,zerodarkthirty,31,ammar-zerodarkthirty
151,NSC FIREBRAND,M,Drama,invictus,36,nsc_firebrand-invictus
152,YASIRA,F,Drama,babel,25,yasira-babel
153,ANTHONY PERKINS,M,Drama,hitchcock,25,anthony_perkins-hitchcock
154,LILY,F,Drama,iamsam,27,lily-iamsam
155,MISS WRIGHT,F,Drama,iamsam,24,miss_wright-iamsam
156,CONNER,M,Drama,iamsam,29,conner-iamsam
157,JUDGE,M,Drama,iamsam,32,judge-iamsam
158,PATRICIA,F,Drama,iamsam,28,patricia-iamsam
159,THERAPIST,M,Drama,iamsam,24,therapist-iamsam
160,CHANDRA,F,Drama,philadelphia,21,chandra-philadelphia
161,INTERN,M,Drama,philadelphia,25,intern-philadelphia
162,DR. ARMBRUSTER,M,Drama,philadelphia,28,dr._armbruster-philadelphia
163,ANDREW (VO) (CONT.),M,Drama,philadelphia,21,andrew_(vo)_(cont.)-philadelphia
164,ROSE,F,Drama,blacksnakemoan,60,rose-blacksnakemoan
165,MAYELLA,F,Drama,blacksnakemoan,31,mayella-blacksnakemoan
166,JESSE,F,Drama,blacksnakemoan,33,jesse-blacksnakemoan
167,DEKE,M,Drama,blacksnakemoan,25,deke-blacksnakemoan
168,ELLA MAE,F,Drama,blacksnakemoan,23,ella_mae-blacksnakemoan
169,DEALER,M,Drama,cincinnatikidthe,28,dealer-cincinnatikidthe
170,BRENNAMAN V/O,NA,Drama,moneyball,38,brennaman_v/o-moneyball
171,ARN,NA,Drama,moneyball,31,arn-moneyball
172,KEOUGH,M,Drama,moneyball,25,keough-moneyball
173,MARTINEZ,M,Drama,moneyball,42,martinez-moneyball
174,SHAPIRO,M,Drama,moneyball,40,shapiro-moneyball
175,JONGEWAARD,M,Drama,moneyball,44,jongewaard-moneyball
176,CLAIRE,F,Drama,verdictthe,40,claire-verdictthe
177,BISHOP,M,Drama,verdictthe,66,bishop-verdictthe
178,DONEGHY,M,Drama,verdictthe,60,doneghy-verdictthe
179,MARY ROONEY,F,Drama,verdictthe,33,mary_rooney-verdictthe
180,YOUNG ATTORNEY,M,Drama,verdictthe,21,young_attorney-verdictthe
181,SALLY BUCK,F,Drama,midnightcowboy,33,sally_buck-midnightcowboy
182,CASS,F,Drama,midnightcowboy,65,cass-midnightcowboy
183,O'DANIEL,M,Drama,midnightcowboy,67,o'daniel-midnightcowboy
184,RATSVOICE,M,Drama,midnightcowboy,37,ratsvoice-midnightcowboy
185,SHIRLEY'S VOICE,F,Drama,midnightcowboy,25,shirley's_voice-midnightcowboy
186,SHIRLEY,F,Drama,midnightcowboy,90,shirley-midnightcowboy
187,JOE'S VOICE,M,Drama,midnightcowboy,33,joe's_voice-midnightcowboy
188,RECEPTIONIST,F,Drama,jacobsladder,25,receptionist-jacobsladder
189,DELLA,F,Drama,jacobsladder,22,della-jacobsladder
190,ELSA,F,Drama,jacobsladder,21,elsa-jacobsladder
191,CADDY,NA,Drama,allthepresidentsmen,44,caddy-allthepresidentsmen
192,JUDGE,M,Drama,allthepresidentsmen,22,judge-allthepresidentsmen
193,LIBRARIAN,F,Drama,allthepresidentsmen,21,librarian-allthepresidentsmen
194,IRWIN,M,Drama,allthepresidentsmen,28,irwin-allthepresidentsmen
195,HANNAH,F,Drama,allthepresidentsmen,45,hannah-allthepresidentsmen
196,SECRETARY,F,Drama,allthepresidentsmen,48,secretary-allthepresidentsmen
197,DAHLBERG,M,Drama,allthepresidentsmen,21,dahlberg-allthepresidentsmen
198,NATIONAL EDITOR,M,Drama,allthepresidentsmen,27,national_editor-allthepresidentsmen
199,FOREIGN EDITOR,M,Drama,allthepresidentsmen,41,foreign_editor-allthepresidentsmen
200,JANE,F,Drama,allthepresidentsmen,29,jane-allthepresidentsmen
201,JERRY,M,Drama,boogienights,23,jerry-boogienights
202,MOTHER,F,Drama,boogienights,62,mother-boogienights
203,LIMO DRIVER,M,Drama,boogienights,23,limo_driver-boogienights
204,MRS. BURDEN,F,Drama,allthekingsmen,51,mrs._burden-allthekingsmen
205,WILLIE'S VOICE,M,Drama,allthekingsmen,22,willie's_voice-allthekingsmen
206,MADISON,M,Drama,allthekingsmen,57,madison-allthekingsmen
207,MCEVOY,M,Drama,allthekingsmen,46,mcevoy-allthekingsmen
208,BARKER,NA,Drama,elephantmanthe,22,barker-elephantmanthe
209,OWNER,M,Drama,elephantmanthe,49,owner-elephantmanthe
210,FOX,M,Drama,elephantmanthe,70,fox-elephantmanthe
211,NICK VOLPE,M,Drama,wrestlerthe,44,nick_volpe-wrestlerthe
212,LEX LETHAL,M,Drama,wrestlerthe,29,lex_lethal-wrestlerthe
213,DR. TARACHANDANI,NA,Drama,wrestlerthe,41,dr._tarachandani-wrestlerthe
214,DOCTOR SHANNAN,M,Drama,takeshelter,47,doctor_shannan-takeshelter
215,INSURANCE AGENT,F,Drama,takeshelter,29,insurance_agent-takeshelter
216,SARAH,F,Drama,takeshelter,33,sarah-takeshelter
217,TEACHER,F,Drama,takeshelter,25,teacher-takeshelter
218,KIP,M,Drama,flight,44,kip-flight
219,(ON RADIO),NA,Drama,flight,37,(on_radio)-flight
220,ATC,NA,Drama,flight,66,atc-flight
221,DOCTOR,M,Drama,flight,22,doctor-flight
222,NTSB OFFICER #1,M,Drama,flight,32,ntsb_officer_#1-flight
223,GAUNT YOUNG MAN,M,Drama,flight,95,gaunt_young_man-flight
224,COUNSELLOR,M,Drama,hesher,28,counsellor-hesher
225,COP,M,Drama,hesher,21,cop-hesher
226,KWAN,M,Action,americanshaolinkingofkickboxersii,117,kwan-americanshaolinkingofkickboxersii
227,ASHEMA,F,Action,americanshaolinkingofkickboxersii,73,ashema-americanshaolinkingofkickboxersii
228,LI,M,Action,americanshaolinkingofkickboxersii,55,li-americanshaolinkingofkickboxersii
229,ARHAT,M,Action,americanshaolinkingofkickboxersii,22,arhat-americanshaolinkingofkickboxersii
230,D.S.,M,Action,americanshaolinkingofkickboxersii,143,d.s.-americanshaolinkingofkickboxersii
231,GAO,M,Action,americanshaolinkingofkickboxersii,73,gao-americanshaolinkingofkickboxersii
232,SAN DE,M,Action,americanshaolinkingofkickboxersii,223,san_de-americanshaolinkingofkickboxersii
233,DREW,M,Action,americanshaolinkingofkickboxersii,638,drew-americanshaolinkingofkickboxersii
234,TREVOR,M,Action,americanshaolinkingofkickboxersii,65,trevor-americanshaolinkingofkickboxersii
235,QUINN,NA,Action,touristthe,25,quinn-touristthe
236,DOMENICO,NA,Action,touristthe,112,domenico-touristthe
237,MITCHELL,M,Action,diehard,39,mitchell-diehard
238,FRANCO,M,Action,diehard,24,franco-diehard
239,ELLIS,M,Action,diehard,131,ellis-diehard
240,HANS' VOICE,M,Action,diehard,45,hans'_voice-diehard
241,GAIL,F,Action,diehard,23,gail-diehard
242,HASSELDORF,M,Action,diehard,31,hasseldorf-diehard
243,POWELL'S VOICE,M,Action,diehard,21,powell's_voice-diehard
244,ENGINEER,M,Action,diehard,22,engineer-diehard
245,INTERCUT:,NA,Action,diehard,34,intercut:-diehard
246,LITTLE JOHNSON,M,Action,diehard,42,little_johnson-diehard
247,BIG JOHNSON,M,Action,diehard,70,big_johnson-diehard
248,HANS,M,Action,diehard,552,hans-diehard
249,MCCLANE,M,Action,diehard,710,mcclane-diehard
250,ROBINSON,M,Action,diehard,119,robinson-diehard
251,POWELL,M,Action,diehard,273,powell-diehard
252,THORNBURG,M,Action,diehard,74,thornburg-diehard
253,ARGYLE,M,Action,diehard,122,argyle-diehard
254,DR. LING,M,Action,rockthe,21,dr._ling-rockthe
255,ISHERWOOD,M,Action,rockthe,31,isherwood-rockthe
256,JADE,F,Action,rockthe,28,jade-rockthe
257,COMMANDER ANDERSON,M,Action,rockthe,108,commander_anderson-rockthe
258,GENERAL PETERSON,M,Action,rockthe,24,general_peterson-rockthe
259,GENERAL KRAMER,M,Action,rockthe,62,general_kramer-rockthe
260,HAYDEN SINCLAIR,M,Action,rockthe,28,hayden_sinclair-rockthe
261,BAXTER,M,Action,rockthe,23,baxter-rockthe
262,HUMMEL,M,Action,rockthe,271,hummel-rockthe
263,CAPTAIN DARROW,M,Action,rockthe,43,captain_darrow-rockthe
264,CAPTAIN FRYE,M,Action,rockthe,47,captain_frye-rockthe
265,MASON,M,Action,rockthe,333,mason-rockthe
266,SANCHEZ,NA,Action,rockthe,96,sanchez-rockthe
267,F.B.I. DIRECTOR WOMACK,M,Action,rockthe,155,f.b.i._director_womack-rockthe
268,PRESIDENT,M,Action,rockthe,27,president-rockthe
269,CARLA,F,Action,rockthe,57,carla-rockthe
270,GOEED,M,Action,rockthe,433,goeed-rockthe
271,BAFFERT,M,Action,metro,118,baffert-metro
272,KIMURA,F,Action,metro,38,kimura-metro
273,EARL,M,Action,longkissgoodnightthe,26,earl-longkissgoodnightthe
274,SILVER-HAIRED MAN,M,Action,longkissgoodnightthe,30,silver-haired_man-longkissgoodnightthe
275,GREGORY,M,Action,longkissgoodnightthe,22,gregory-longkissgoodnightthe
276,SAMANTHA,F,Action,longkissgoodnightthe,416,samantha-longkissgoodnightthe
277,DAEDALUS,M,Action,longkissgoodnightthe,64,daedalus-longkissgoodnightthe
278,PROSTITUTE,F,Action,jimmyandjudy,42,prostitute-jimmyandjudy
279,DR. WALTERS,M,Action,jimmyandjudy,42,dr._walters-jimmyandjudy
280,JIMMY'S DAD,M,Action,jimmyandjudy,21,jimmy's_dad-jimmyandjudy
281,DINKO (O.C.),M,Action,jimmyandjudy,37,dinko_(o.c.)-jimmyandjudy
282,DINKO,M,Action,jimmyandjudy,97,dinko-jimmyandjudy
283,ELVIS,M,Action,jimmyandjudy,40,elvis-jimmyandjudy
284,ANCHORMAN,M,Action,jimmyandjudy,24,anchorman-jimmyandjudy
285,JIMMY'S MOM,F,Action,jimmyandjudy,33,jimmy's_mom-jimmyandjudy
286,BUDDY (O.C.),M,Action,jimmyandjudy,46,buddy_(o.c.)-jimmyandjudy
287,UNCLE RODNEY,M,Action,jimmyandjudy,93,uncle_rodney-jimmyandjudy
288,BUDDY,M,Action,jimmyandjudy,63,buddy-jimmyandjudy
289,JIMMY,M,Action,jimmyandjudy,426,jimmy-jimmyandjudy
290,JUDY (O.C.),F,Action,jimmyandjudy,380,judy_(o.c.)-jimmyandjudy
291,CAMERA ON:,NA,Action,jimmyandjudy,69,camera_on:-jimmyandjudy
292,JIMMY (O.C.),M,Action,jimmyandjudy,755,jimmy_(o.c.)-jimmyandjudy
293,JUDY,F,Action,jimmyandjudy,519,judy-jimmyandjudy
294,HAFIZ,M,Action,fairgame,33,hafiz-fairgame
295,CPD AGENT,F,Action,fairgame,24,cpd_agent-fairgame
296,DR FER,F,Action,fairgame,41,dr_fer-fairgame
297,TURNER,M,Action,fairgame,31,turner-fairgame
298,PROFESSOR AZIZ,M,Action,fairgame,53,professor_aziz-fairgame
299,ANALYST 1,M,Action,fairgame,21,analyst_1-fairgame
300,PAUL,M,Action,fairgame,67,paul-fairgame
301,JEFF,M,Action,fairgame,30,jeff-fairgame
302,PRESIDENT (ON TV),M,Action,fairgame,36,president_(on_tv)-fairgame
303,CHANCELLOR WILSON,M,Action,programthe,32,chancellor_wilson-programthe
304,ADVISOR SMITH,M,Action,programthe,26,advisor_smith-programthe
305,BERMAN,M,Action,programthe,21,berman-programthe
306,BOBBY,M,Action,programthe,32,bobby-programthe
307,BRAVER,F,Action,programthe,30,braver-programthe
308,SWANN,M,Action,programthe,27,swann-programthe
309,A Muslim family sits together at a table under a tented-,NA,Action,kingdomthe,25,a_muslim_family_sits_together_at_a_table_under_a_tented--kingdomthe
310,KINGDOM 8/18/06   10.,NA,Action,kingdomthe,34,kingdom_8/18/06___10.-kingdomthe
311,GRANDFATHER (O.C.),M,Action,kingdomthe,22,grandfather_(o.c.)-kingdomthe
312,ELLIS LEACH,M,Action,kingdomthe,24,ellis_leach-kingdomthe
313,ELAINE FLOWERS,F,Action,kingdomthe,48,elaine_flowers-kingdomthe
314,PRINCE THAMER,M,Action,kingdomthe,53,prince_thamer-kingdomthe
315,GIDEON YOUNG,M,Action,kingdomthe,73,gideon_young-kingdomthe
316,MARCUS,M,Action,gladiator,189,marcus-gladiator
317,QUINTUS,M,Action,gladiator,45,quintus-gladiator
318,SLAVE TRADER,M,Action,gladiator,32,slave_trader-gladiator
319,MARCELLUS,M,Action,gladiator,29,marcellus-gladiator
320,JUDGE FRANKEL,NA,Action,siegethe,34,judge_frankel-siegethe
321,FRED,M,Action,siegethe,22,fred-siegethe
322,PATROLMAN,M,Action,machete,31,patrolman-machete
323,COP,M,Action,machete,25,cop-machete
324,DOC FELIX,M,Action,machete,47,doc_felix-machete
325,JUNE,F,Action,machete,27,june-machete
326,APRIL,F,Action,machete,33,april-machete
327,BOSS,NA,Action,machete,28,boss-machete
328,(ON PHONE),NA,Action,machete,53,(on_phone)-machete
329,LUZ,F,Action,machete,85,luz-machete
330,SNIPER,M,Action,machete,65,sniper-machete
331,PADRE,M,Action,machete,74,padre-machete
332,MCLAUGHLIN,M,Action,machete,108,mclaughlin-machete
333,VON,M,Action,machete,79,von-machete
334,BENZ,M,Action,machete,227,benz-machete
335,TORREZ,M,Action,machete,32,torrez-machete
336,ELEKTRA,F,Action,machete,284,elektra-machete
337,MACHETE,M,Action,machete,175,machete-machete
338,WILDER,M,Action,arcticblue,161,wilder-arcticblue
339,CORBETT (Cont'd),M,Action,arcticblue,22,corbett_(cont'd)-arcticblue
340,KENAI,M,Action,arcticblue,91,kenai-arcticblue
341,LEMALLE,M,Action,arcticblue,128,lemalle-arcticblue
342,MITCHELL,M,Action,arcticblue,73,mitchell-arcticblue
343,ANNE MARIE,F,Action,arcticblue,201,anne_marie-arcticblue
344,MEYERLING,M,Action,arcticblue,114,meyerling-arcticblue
345,NEFF,M,Action,arcticblue,104,neff-arcticblue
346,(CONTINUED),NA,Action,arcticblue,90,(continued)-arcticblue
347,CORBETT,M,Action,arcticblue,688,corbett-arcticblue
348,CROUPIER,NA,Action,walkingtall,23,croupier-walkingtall
349,JIMMY,M,Action,walkingtall,21,jimmy-walkingtall
350,CONNIE,F,Action,walkingtall,26,connie-walkingtall
351,SHERIFF WATKINS,M,Action,walkingtall,99,sheriff_watkins-walkingtall
352,PETE,M,Action,walkingtall,29,pete-walkingtall
353,DENI,NA,Action,walkingtall,52,deni-walkingtall
354,MICHELLE,F,Action,walkingtall,46,michelle-walkingtall
355,JAY,M,Action,walkingtall,123,jay-walkingtall
356,CHRIS,M,Action,walkingtall,394,chris-walkingtall
357,RAY,NA,Action,walkingtall,141,ray-walkingtall
358,WHITE H #2,NA,Action,gijane,23,white_h_#2-gijane
359,CNN COMMENTATOR (TV),M,Action,gijane,22,cnn_commentator_(tv)-gijane
360,ENGLAND,F,Action,gijane,26,england-gijane
361,STOKELY,M,Musical,honeydripper,33,stokely-honeydripper
362,ANNOUNCER,M,Comedy,apartmentthe,25,announcer-apartmentthe
363,BLONDE,F,Comedy,apartmentthe,24,blonde-apartmentthe
364,VANDERHOF,M,Comedy,apartmentthe,40,vanderhof-apartmentthe
365,MARGIE,F,Comedy,apartmentthe,113,margie-apartmentthe
366,MRS. DREYFUSS,F,Comedy,apartmentthe,70,mrs._dreyfuss-apartmentthe
367,SYLVIA,F,Comedy,apartmentthe,89,sylvia-apartmentthe
368,MISS N,F,Comedy,apartmentthe,78,miss_n-apartmentthe
369,MRS. LIEBERMAN,F,Comedy,apartmentthe,40,mrs._lieberman-apartmentthe
370,MATUSCHKA,M,Comedy,apartmentthe,70,matuschka-apartmentthe
371,KIRKEBY,M,Comedy,apartmentthe,218,kirkeby-apartmentthe
372,DOBISCH,M,Comedy,apartmentthe,152,dobisch-apartmentthe
373,DR. DREYFUSS,M,Comedy,apartmentthe,239,dr._dreyfuss-apartmentthe
374,SHELDRAKE,M,Comedy,apartmentthe,633,sheldrake-apartmentthe
375,BUD,M,Comedy,apartmentthe,1753,bud-apartmentthe
376,FRAN,F,Comedy,apartmentthe,827,fran-apartmentthe
377,MANAGER,M,Comedy,replacementsthe,21,manager-replacementsthe
378,CLIFFORD,M,Comedy,replacementsthe,68,clifford-replacementsthe
379,WILSON,M,Comedy,replacementsthe,39,wilson-replacementsthe
380,WALTER,M,Comedy,replacementsthe,27,walter-replacementsthe
381,BANES,M,Comedy,replacementsthe,43,banes-replacementsthe
382,JUDGE,NA,Comedy,replacementsthe,27,judge-replacementsthe
383,PILACHI,M,Comedy,replacementsthe,72,pilachi-replacementsthe
384,SUMMERALL,M,Comedy,replacementsthe,186,summerall-replacementsthe
385,MADDEN,M,Comedy,replacementsthe,211,madden-replacementsthe
386,(TO CAMERA),NA,Comedy,replacementsthe,29,(to_camera)-replacementsthe
387,AUGUSTINE,NA,Comedy,replacementsthe,40,augustine-replacementsthe
388,O'NEIL,M,Comedy,replacementsthe,297,o'neil-replacementsthe
389,MARTEL,M,Comedy,replacementsthe,82,martel-replacementsthe
390,LINDELL,M,Comedy,replacementsthe,72,lindell-replacementsthe
391,REPORTER,NA,Comedy,replacementsthe,54,reporter-replacementsthe
